text,label,text_clean
altersvorsorge erklaeren konto antrag bitte dringend,Benefits,altersvorsorge erklaeren konto antrag bitte dringend
welche leistung stehen mir zu zugang unklar hallo optional,Leave,welche leistung stehen mir zu zugang unklar hallo optional
welche vorteil stehen mir zu ticket antrag danke dringend,Benefits,welche vorteil stehen mir zu ticket antrag danke dringend
keernarbeitszeiten link link guten tag zeitnah,Payroll,keernarbeitszeiten link link guten tag zeitnah
aendern formular antrag danke dringend,Payroll,aendern formular antrag danke dringend
abrechnung stimmt nicht konto ticket hallo unklar,Leave,abrechnung stimmt nicht konto ticket hallo unklar
regelung konto link,Benefits,regelung konto link
frei nachtragen hilfee hilfe info benoetigt,Admin,frei nachtragen hilfee hilfe info benoetigt
stimmt nicht ticket ticket,Payroll,stimmt nicht ticket ticket
gehalt fehlt juni link liink bitte,Leave,gehalt fehlt juni link liink bitte
steuerklasse aendern hinweis ticket vielen ddank dringend,Payroll,steuerklasse aendern hinweis ticket vielen ddank dringend
fitness system pruefen bitte,Benefits,fitness system pruefen bitte
zulagen fehlen pruefen vorgang info beenoetigt,Payroll,zulagen fehlen pruefen vorgang info beenoetigt
stunden fehler unklar bestaetigung hallo info benoetigt,Time,stunden fehler unklar bestaetigung hallo info benoetigt
zuschuss fitness vorgang info ddanke,Benefits,zuschuss fitness vorgang info ddanke
benefit stehen mir zu probllem info,Benefits,benefit stehen mir zu probllem info
abrechnung stimmt  nicht konto hallo dringend,Payroll,abrechnung stimmt nicht konto hallo dringend
jobrad bestaetigung link guten tag dringend,Benefits,jobrad bestaetigung link guten tag dringend
fuer bank hilfe problem viellen dank,Benefits,fuer bank hilfe problem viellen dank
beantragen formular konto hhallo unklar,Benefits,beantragen formular konto hhallo unklar
zulagen fehlen info system unklar,Payroll,zulagen fehlen info system unklar
beantragen system link opttional,Leave,beantragen system link opttional
stimmt nicht formular pruefen bitte unklar,Payroll,stimmt nicht formular pruefen bitte unklar
beantragen zugang danke optional,Benefits,beantragen zugang danke optional
zuschuss fitness bestaetigung hinweis optional,Benefits,zuschuss fitness bestaetigung hinweis optional
zulagen fehlen hinweis danke zeitnah,Payroll,zulagen fehlen hinweis danke zeitnah
fehlt  september link antrag bitte dringend,Leave,fehlt september link antrag bitte dringend
welche voorteil stehen mir zu antrag antrag bitte,Benefits,welche voorteil stehen mir zu antrag antrag bitte
abbuchen system konto bitte,Time,abbuchen system konto bitte
resturlaub uebertragen system bestaetigung,Time,resturlaub uebertragen system bestaetigung
vertrag verlaengerrn ticket link dringend,Payroll,vertrag verlaengerrn ticket link dringend
abwesenheit nachtragen antrag ticket danke zeitnah,Leave,abwesenheit nachtragen antrag ticket danke zeitnah
benefit stehen mir zu problem konto dringend,Admin,benefit stehen mir zu problem konto dringend
regelung hinweis ppruefen danke info benoetigt,Admin,regelung hinweis ppruefen danke info benoetigt
vorteil stehen mir zu hilfe koonto bitte,Benefits,vorteil stehen mir zu hilfe koonto bitte
richtig buchen syystem,Time,richtig buchen syystem
stunden fehler bestaetigung vorgang bitte optional,Time,stunden fehler bestaetigung vorgang bitte optional
fuer bank bestaetigung hilfe guten tag,Admin,fuer bank bestaetigung hilfe guten tag
regelung bestaetigung,Admin,regelung bestaetigung
kernarbeitszeiten ticket problem vielen dank dringend,Payroll,kernarbeitszeiten ticket problem vielen dank dringend
stimmt nicht pruefen vorgang bitte zeitnah,Benefits,stimmt nicht pruefen vorgang bitte zeitnah
zeit fehler formular ticket hallo optional,Time,zeit fehler formular ticket hallo optional
regelung zugang hinweis guten tag zeitnah,Payroll,regelung zugang hinweis guten tag zeitnah
abwesenheit nachtragen info unklar bitte zeitnah,Payroll,abwesenheit nachtragen info unklar bitte zeitnah
regelung link problem unklar,Admin,regelung link problem unklar
urlaub tage abfragen problem vielen dank,Leave,urlaub tage abfragen problem vielen dank
fehler konto zugang hallo dringend,Time,fehler konto zugang hallo dringend
benefit beantragen konto ticket hallo info benoetigt,Benefits,benefit beantragen konto ticket hallo info benoetigt
abbuchen link hinweis danke info benoetigt,Time,abbuchen link hinweis danke info benoetigt
beantragen antrag hinweis bitte dringend,Leave,beantragen antrag hinweis bitte dringend
urlaub beantragen formular hilfe dringend,Leave,urlaub beantragen formular hilfe dringend
nachtragen opptional,Leave,nachtragen opptional
fehlen hilfe zugang vielen dank optional,Payroll,fehlen hilfe zugang vielen dank optional
regelung system hinweis vielen dank uunklar,Benefits,regelung system hinweis vielen dank uunklar
regelung bestaetigung vorgang unklar,Admin,regelung bestaetigung vorgang unklar
erklaeren system koonto bitte zeitnah,Admin,erklaeren system koonto bitte zeitnah
fehlen hinweis hinweis guten tag zeitnah,Leave,fehlen hinweis hinweis guten tag zeitnah
kernarbeitszeiten link formular guten tag dringend,Time,kernarbeitszeiten link formular guten tag dringend
fitness info bestaetigung guten tag zeitnah,Benefits,fitness info bestaetigung guten tag zeitnah
zeit fehler pruefenn bestaetigung danke unklar,Time,zeit fehler pruefenn bestaetigung danke unklar
untterlagen kopie info vielen dank,Payroll,untterlagen kopie info vielen dank
nachtragen syystem hilfe bitte dringend,Leave,nachtragen syystem hilfe bitte dringend
urlaub abgelehnt bestaetigung link guten tag zeitnah,Benefits,urlaub abgelehnt bestaetigung link guten tag zeitnah
fehlt juli unklar hallo optional,Payroll,fehlt juli unklar hallo optional
fehlt september formular vorgang vielen dank unklar,Payroll,fehlt september formular vorgang vielen dank unklar
beantragen system unklar,Benefits,beantragen system unklar
frei nachtragen info zugang bitte dringend,Leave,frei nachtragen info zugang bitte dringend
bescheinigung fuer bank pruefen info haallo unklar,Admin,bescheinigung fuer bank pruefen info haallo unklar
abgelehnt konto hinweis hallo dringend,Leave,abgelehnt konto hinweis hallo dringend
gehalt stimmt nicht system ticket unklar,Leave,gehalt stimmt nicht system ticket unklar
richtig buchen tickket antrag,Time,richtig buchen tickket antrag
fuer gehalt aendern tticket link optional,Payroll,fuer gehalt aendern tticket link optional
urlaub  tage abfragen vorgang hinweis hallo,Leave,urlaub tage abfragen vorgang hinweis hallo
frei nachtraagen link zugang zeitnah,Time,frei nachtraagen link zugang zeitnah
fehlt juni pruefen formular danke optional,Payroll,fehlt juni pruefen formular danke optional
tage abfragen ticket danke inffo benoetigt,Leave,tage abfragen ticket danke inffo benoetigt
uebertragen system pruefen guten tag optional,Leave,uebertragen system pruefen guten tag optional
fehlt mai info system bitte  optional,Payroll,fehlt mai info system bitte optional
zeit fehler antrag vielen dank optional,Time,zeit fehler antrag vielen dank optional
erklaeren system unklar vielen dank dringend,Benefits,erklaeren system unklar vielen dank dringend
bank fuer abrechnung aendern hilfe link bitte,Benefits,bank fuer abrechnung aendern hilfe link bitte
bank fuer gehalt aendern ticket bitte info benoetigt,Benefits,bank fuer gehalt aendern ticket bitte info benoetigt
zulagen fehlen hilfe ticket bitte optional,Payroll,zulagen fehlen hilfe ticket bitte optional
tage abfragen system zugang bitte unklar,Leave,tage abfragen system zugang bitte unklar
fuer bank unklar problem danke info benoetigt,Admin,fuer bank unklar problem danke info benoetigt
abgelehnt vorgang bestaetigung bitte dringend,Leave,abgelehnt vorgang bestaetigung bitte dringend
jobrad info vorgang guten tag dringend,Benefits,jobrad info vorgang guten tag dringend
koppie link danke optional,Admin,koppie link danke optional
kernarbeitszeiten formular danke unklar,Time,kernarbeitszeiten formular danke unklar
richtig buchen formular vorgang danke dringend,Admin,richtig buchen formular vorgang danke dringend
erfassung fehler ticket hallo dringend,Time,erfassung fehler ticket hallo dringend
bescheinigung fuer bank konnto formular bitte dringend,Admin,bescheinigung fuer bank konnto formular bitte dringend
abgelehnt tiicket konto bitte zeitnah,Leave,abgelehnt tiicket konto bitte zeitnah
abbuchen info problem hallo zeitnah,Payroll,abbuchen info problem hallo zeitnah
verlaenggern hilfe zugang guten tag,Admin,verlaenggern hilfe zugang guten tag
steuerklasse aendern info link danke,Payroll,steuerklasse aendern info link danke
zeit erfassen system pruefen infoo benoetigt,Leave,zeit erfassen system pruefen infoo benoetigt
gehalt fehlt juni link formular guten tag info beenoetigt,Payroll,gehalt fehlt juni link formular guten tag info beenoetigt
aendern vorgang bitte zeitnah,Payroll,aendern vorgang bitte zeitnah
adresse aendern hilfe hallo unklar,Payroll,adresse aendern hilfe hallo unklar
vertrag kopie unklar ticket unklar,Admin,vertrag kopie unklar ticket unklar
urlaub nachtragen hinweis hinweis dringend,Time,urlaub nachtragen hinweis hinweis dringend
tage abfragen vorgang hallo,Benefits,tage abfragen vorgang hallo
zeit erfassen vorgang ticket optional,Time,zeit erfassen vorgang ticket optional
zulaagen fehlen info hilfe hallo optional,Time,zulaagen fehlen info hilfe hallo optional
adreesse aendern konto zugang hallo,Admin,adreesse aendern konto zugang hallo
fuer bank system vorgang danke unklar,Admin,fuer bank system vorgang danke unklar
uebertragen vorgang system bitte zeitnah,Benefits,uebertragen vorgang system bitte zeitnah
fehlen bestaetigung vielen dank,Payroll,fehlen bestaetigung vielen dank
verlaengern vorgang formular info benoetigt,Time,verlaengern vorgang formular info benoetigt
probezeit regelung bestaetigung konto info benoetigt,Admin,probezeit regelung bestaetigung konto info benoetigt
restabwesenheit uebertrageen hinweis vorgang hallo dringend,Leave,restabwesenheit uebertrageen hinweis vorgang hallo dringend
erklaeren info system bitte unklar,Benefits,erklaeren info system bitte unklar
aendern konto problem vielen dank dringend,Leave,aendern konto problem vielen dank dringend
urlaub tage abfragen unklar ticket ddanke info benoetigt,Benefits,urlaub tage abfragen unklar ticket ddanke info benoetigt
fuer lohn aendern zugang link guten tag optional,Payroll,fuer lohn aendern zugang link guten tag optional
altersvorsorge erklaeren formular vorgang unklar,Leave,altersvorsorge erklaeren formular vorgang unklar
beantragen link problem vielen dank optional,Leave,beantragen link problem vielen dank optional
homeoffice zeit erfassen tticket link guten tag info benoetigt,Time,homeoffice zeit erfassen tticket link guten tag info benoetigt
aendern  vorgang unklar,Admin,aendern vorgang unklar
fueer gehalt aendern link bestaetigung danke info benoetigt,Payroll,fueer gehalt aendern link bestaetigung danke info benoetigt
vertrag verlaengern ticket unklar hallo innfo benoetigt,Admin,vertrag verlaengern ticket unklar hallo innfo benoetigt
verlaengern antrag ticket vielen daank,Admin,verlaengern antrag ticket vielen daank
beantragen antrag formular hallo dringend,Admin,beantragen antrag formular hallo dringend
restabwesenheit uebertragen pruefen ticket guten tag,Leave,restabwesenheit uebertragen pruefen ticket guten tag
fuer bannk formular bitte optional,Payroll,fuer bannk formular bitte optional
nachtragen bestaetigung link vielen dank unklar,Leave,nachtragen bestaetigung link vielen dank unklar
beantragen ticket guten tag zeitnah,Payroll,beantragen ticket guten tag zeitnah
fehlt april system guten tag info benoetigt,Payroll,fehlt april system guten tag info benoetigt
abrechnung stimmt nicht bestaetigung konto dannke dringend,Payroll,abrechnung stimmt nicht bestaetigung konto dannke dringend
abwesenheit nachtragen  hinweis zugang unklar,Payroll,abwesenheit nachtragen hinweis zugang unklar
reegelung zugang hilfe hallo,Admin,reegelung zugang hilfe hallo
aendern problem bestaetigung danke zeitnah,Payroll,aendern problem bestaetigung danke zeitnah
aendern info info vielen dank,Payroll,aendern info info vielen dank
unterlagen kopie unklar hallo info benooetigt,Admin,unterlagen kopie unklar hallo info benooetigt
fuer bank hilfe unklar dringend,Leave,fuer bank hilfe unklar dringend
benefit stehen mir zu vorgang formular danke,Benefits,benefit stehen mir zu vorgang formular danke
leistung stehen mir zu ticket formular hallo unklar,Benefits,leistung stehen mir zu ticket formular hallo unklar
fuer bank vorgang hinweis danke optional,Admin,fuer bank vorgang hinweis danke optional
jobrad ticket antrag guten tag dringend,Admin,jobrad ticket antrag guten tag dringend
kernarbeitszeiten zugang hinweis vielen dank dringend,Benefits,kernarbeitszeiten zugang hinweis vielen dank dringend
steuerklasse aendern hinweis bestaetigung,Payroll,steuerklasse aendern hinweis bestaetigung
fehlt dezember problem problem guten tag unklar,Payroll,fehlt dezember problem problem guten tag unklar
aendern systtem hilfe dringend,Admin,aendern systtem hilfe dringend
urlaub abgelehnt vorgang formular hallo dringend,Leave,urlaub abgelehnt vorgang formular hallo dringend
probeezeit regelung system hinweis zeitnah,Admin,probeezeit regelung system hinweis zeitnah
steuerklasse aendern ppruefen pruefen danke unklar,Payroll,steuerklasse aendern ppruefen pruefen danke unklar
steuerklasse aendern zugang vorgang danke dringend,Time,steuerklasse aendern zugang vorgang danke dringend
richtig buchen hinweis system guten tag optional,Time,richtig buchen hinweis system guten tag optional
kopie hilfe guten tag unklar,Admin,kopie hilfe guten tag unklar
uebertragen bestaetigung vorgang hallo zeitnah,Leave,uebertragen bestaetigung vorgang hallo zeitnah
tage abfragen info hallo unklar,Admin,tage abfragen info hallo unklar
jobrad unklar guten tag info benoetigt,Time,jobrad unklar guten tag info benoetigt
leistung beantragen formular hallo opttional,Benefits,leistung beantragen formular hallo opttional
tage abfragen pruefen antrag optional,Time,tage abfragen pruefen antrag optional
abgelehnt vorgang hilfee guten tag,Time,abgelehnt vorgang hilfee guten tag
richtig buchen info bestaetigung danke info benoetigt,Admin,richtig buchen info bestaetigung danke info benoetigt
abbuchhen vorgang bestaetigung zeitnah,Time,abbuchhen vorgang bestaetigung zeitnah
jobrad  pruefen system,Leave,jobrad pruefen system
zulagen ffehlen problem link info benoetigt,Payroll,zulagen ffehlen problem link info benoetigt
abgeelehnt konto vorgang guten tag,Leave,abgeelehnt konto vorgang guten tag
abgelehnt link danke unklar,Time,abgelehnt link danke unklar
